Date,77449,77084,77433,77429,77379,77083,77036,77095,77450,77346,77072,77077,77373,77375,77521,77015,77070,77088,77396,77082,77089,77044,77081,77099,77388,77040,77064,77093,77493,77080,77042,77338,77090,77057,77034,77055,77060,77024,77075,77074,77502,77065,77073,77087,77014,77007,77045,77063,77035,77092,77339,77377,77049,77009,77389,77571,77520,77506,77008,77076,77004,77096,77017,77530,77079,77067,77536,77066,77086,77047,77041,77033,77016,77038,77071,77091,77598,77532,77039,77022,77020,77023,77061,77062,77025,77005,77503,77018,77504,77037,77345,77021,77505,77043,77019,77586,77054,77056,77006,77027,77401,77026,77029,77069,77048,77085,77028,77012,77051,77447,77011,77013,77031,77587,77032,77058,77059,77078,77098,77030,77336,77002,77484,77562,77094,77068,77003,77547,77050,77046
1/31/00,111025.3645,110385.5353,180238.8564,153350.1056,163378.4721,99340.15919,54452.63819,148121.1489,163411.766,139760.8849,54098.91515,175064.2007,96990.40508,147076.668,96401.32109,64329.65099,128145.9809,62097.62795,98610.23048,101084.6729,107143.6238,119573.3899,90657.97486,65942.26033,134276.0499,105290.5689,115989.0197,48159.26958,140054.543,115218.3232,116293.1059,92120.55226,91548.01426,139510.0125,85622.28824,196025.6256,60420.7729,479110.9766,96171.36942,65876.89851,73409.23728,119547.7429,108606.7624,59958.93786,111281.8323,242693.6679,63732.60973,106857.0566,87471.84296,87349.89601,122956.6031,163782.2025,92042.77535,132862.1936,174192.0114,97972.08912,54851.40569,45279.23875,,61062.95533,154898.6171,192032.8212,59551.45337,70722.04762,240098.2273,99781.61368,112535.9046,97509.779,85703.67979,96980.59711,113832.2041,48478.33142,41446.24024,73761.95564,90568.77193,69368.21664,89233.75119,94010.33232,56365.53364,56824.63266,66245.77881,80914.91739,71297.66,142048.6283,,627030.8055,68802.14271,,100174.7665,73644.34621,187997.6177,68723.95982,136275.9472,113163.3018,334460.3832,144841.8047,68668.82996,346880.4506,259048.3594,313133.5216,526175.3817,42617.91785,47223.18252,156173.3622,75518.80172,86558.2399,50212.98252,52052.04755,77208.4163,109849.0842,65660.58788,62741.59934,110544.5888,68058.59355,47643.26719,117797.9404,224584.0103,49181.83909,306330.5872,217188.0984,109527.5463,145777.3579,74791.73138,67297.28822,268394.9266,155725.8942,,57610.57898,62157.50293,198119.3263
2/29/00,111044.18,110340.0181,180313.8573,153247.9214,163332.1424,99509.95146,54589.23726,148034.01,163365.5873,139745.9136,54081.74563,174421.9929,96994.70651,146845.582,96445.80547,64348.61167,128059.7909,62055.504,98632.97994,101109.8046,107049.9852,119680.7742,90744.0907,65932.04504,134252.5251,105228.7636,115928.5012,48147.61628,139885.5115,114775.8088,116049.0127,92042.88561,91418.17769,139533.9441,85643.74281,195898.8022,60475.70097,479443.9639,96103.04122,66103.01055,73475.44652,119508.2649,108540.9903,59903.9162,111255.5133,239969.0124,63748.50252,106890.0725,87888.40861,87121.6469,122898.8472,163792.4542,92206.71378,130954.52,174520.5637,97876.41719,54936.8538,45199.8376,,61027.47635,155197.0187,192784.5209,59541.78314,70767.28638,240368.8312,99780.73737,112593.8166,97459.57426,85739.18285,96564.48363,113862.1834,48731.35638,41418.09413,73714.93507,90640.51537,69236.96702,89173.50955,94310.84006,56316.53355,56814.0566,65532.71748,80482.08529,71228.85784,141970.245,,625410.0214,68768.06797,,100215.1123,73516.22023,188002.8726,68422.43214,136297.9516,112429.6076,333746.9211,144760.3532,68756.74781,347013.045,257552.4608,315230.183,527358.8741,42829.56146,47209.9875,156074.6295,75619.42578,86699.19749,50153.00839,52028.30891,77734.29601,109764.1567,64706.20475,62812.07918,110367.6383,67834.55354,47662.31034,117747.3671,224371.0524,49208.93849,306894.8663,218554.3732,109632.3953,144375.1647,74315.03876,67591.78449,267437.2698,155505.8364,,57525.87783,61910.87651,197593.3405
3/31/00,110911.5532,110145.4041,180104.4712,153028.2089,163122.5678,99481.96881,54723.82433,147820.725,163059.5317,139596.5269,54062.37612,174223.8691,96877.40014,146026.8434,96393.32992,64304.66106,127868.1696,61953.30992,98462.92729,100968.5443,106859.1591,119569.8701,90435.66609,65942.59222,133974.2016,105072.5038,115705.7668,48128.82908,139625.7833,115081.8129,116015.1718,91852.95787,91224.66964,139259.1462,85574.88393,195294.2738,60461.49769,477526.0934,95968.80398,66225.64186,73413.0164,119342.9329,108305.0222,59822.62417,111150.9662,239422.2511,63714.67718,106890.0402,88419.52918,87259.13722,122718.2009,163481.1961,92170.68981,130398.61,174323.4989,97687.09523,54951.13162,45202.51347,,60886.51375,155309.2053,192900.3836,59525.89304,70712.6535,239747.7893,99643.17234,112455.192,97254.332,85714.32722,96419.21581,113695.8964,48753.78265,41418.73357,73581.00528,90674.79699,68797.08347,89089.60439,94446.26362,56407.33168,56609.64625,64124.56837,80070.68202,71092.8581,141477.5194,,621793.6259,68678.81379,,100062.4801,73343.54043,187622.1054,68110.37571,136025.3119,112513.8601,332566.0073,144438.1094,68717.24734,346181.8734,257217.5506,311887.7446,525839.2336,43036.19293,47075.8791,155757.4872,75591.05309,86787.23847,50085.73036,51696.95335,77785.17511,109762.1064,63864.18704,62608.94065,110180.388,67645.43844,47643.23395,117461.1201,223948.7912,49087.52079,305443.7955,217773.1254,109503.7939,144267.0934,74146.23271,67713.08079,266305.5777,155190.6535,,57472.42135,61679.95649,196007.8042
4/30/00,110906.3182,110056.9227,180138.0004,152954.2076,163185.7256,99658.36408,54823.61731,147825.2762,162913.4247,139659.6532,54128.69268,174196.2167,96885.45922,145048.3418,96497.03554,64303.94335,127870.4846,61889.27551,98387.78675,100986.5907,106642.0697,119619.3988,90156.82998,66084.98467,133937.2402,105096.8518,115565.2639,48113.71696,139429.6425,115832.2982,115772.1033,91779.4823,91216.72144,139110.3596,85550.30311,196988.8517,60566.13652,475551.1961,95856.78655,66632.27773,73496.89041,119342.2264,108345.0146,59899.50275,111292.1578,242093.4274,63771.32126,107012.0854,89238.98467,87899.73197,122622.1327,163262.2042,92365.07493,130314.8891,174285.8917,97473.4659,55017.97572,45232.10499,,60802.40142,154537.6573,194227.0444,59530.65532,70743.55546,239089.0047,99716.31333,112426.413,97161.02332,85896.72726,96308.28683,113712.5535,48961.064,41428.8003,73561.4721,90810.84967,67910.503,89113.39222,94747.0142,56587.69148,56339.38789,61194.25603,79227.45327,71016.49778,141095.9924,,617817.168,68591.75033,,99973.3432,73226.99895,187467.3826,67335.28423,135927.3948,113204.6191,331386.5632,144168.596,68572.15648,345051.61,255920.3996,308544.87,528372.4787,43130.08553,46843.2816,155685.1045,75787.79373,87151.21064,49259.99846,51276.86131,77615.49632,109672.8736,62019.44791,62479.36106,110025.0707,66921.32651,47638.70405,117195.1449,223536.2571,48876.53175,303694.5872,218338.6601,109521.1436,143156.3197,73852.74527,67906.02985,265053.2575,155143.1187,,57505.80126,61503.47294,193494.7299
5/31/00,110959.4862,110029.6254,180083.1305,153014.6515,163435.8404,99641.02756,54947.40106,147933.1854,162781.219,139873.6434,54291.49317,174851.8983,96940.12982,143903.6996,96585.13393,64283.57154,127924.8233,61860.5788,98302.01068,101071.0597,106512.0351,119695.6903,89882.93923,66317.08612,133964.4319,105259.5146,115499.4341,48047.28723,139367.6205,116811.8579,115577.4451,91747.30411,91289.07587,139125.5023,85537.18761,200112.2533,60599.54965,473612.398,95927.63696,66982.78454,73480.17775,119398.0596,108485.1447,60034.48947,111570.564,251398.5322,63934.42199,106943.2321,90013.416,88430.71605,122626.0079,162988.2977,92553.65061,133021.8841,173946.0683,97177.41364,55054.48261,45324.12669,,60755.52406,152981.5702,194515.5209,59583.19374,70731.15879,237989.8455,99867.45279,112484.1734,97133.95693,86103.83862,96417.75766,113711.7196,49102.5521,41385.76529,73610.68808,90988.87807,66692.90479,89150.67934,94707.41367,56894.91645,55827.67273,57527.94706,78315.70395,71032.04958,140729.6073,,618454.6218,68513.83229,,99872.85834,73122.70615,187382.73,66641.26986,135725.4137,114297.1545,331557.8297,143811.6696,68134.54975,343984.7973,254849.4223,304425.1698,534170.7624,42536.01286,46595.85679,155844.3727,75925.55073,87784.85904,47930.56194,50655.17729,76694.45085,109601.2608,60157.34631,62211.74334,110002.5069,66153.95743,47570.7751,116925.7483,223158.1942,48604.9408,301991.7388,218852.0062,109266.817,144408.8102,74174.56866,67857.7051,265600.9091,155358.4608,,57626.47531,61265.58491,191209.0179
6/30/00,111165.2301,110174.329,180259.5995,153309.171,164097.3376,99760.30108,55138.15082,148085.3467,162965.0156,140331.8724,54556.28401,175732.4594,97185.37503,143320.0977,96790.58497,64326.70528,128096.6661,61920.38119,98534.16521,101362.2495,106667.5842,119854.6518,89960.27718,66641.62691,134337.4987,105604.1274,115639.4358,48064.00942,139502.4,117790.1838,115514.8333,91904.15732,91664.92221,139459.6866,85665.05795,203865.8376,60805.0631,473051.0143,96127.26841,67283.10813,73599.81187,119593.6999,108872.0645,60368.5641,112109.1843,263784.7803,64257.60385,107001.2467,90866.91958,89157.13212,122804.1811,163131.6748,92594.37171,137738.0266,173910.8404,97078.04809,55038.06098,45426.97922,,60808.69136,150608.5445,194917.444,59728.42657,70754.57635,237827.4511,100245.9349,112746.2438,97400.74681,86441.5015,96575.04436,113912.7543,49712.88482,41389.87519,73880.09215,91270.04595,65716.1813,89279.75504,94670.26696,57179.03648,55530.28605,54571.29945,77424.52431,71030.12569,140825.0081,,623120.4209,68540.91078,,99969.24525,73246.92426,187665.1416,66277.29156,135802.6605,115387.2177,333842.9358,143724.2778,67379.16269,344239.9324,253563.2846,303767.0762,544555.1861,41730.14352,46539.27583,156536.3427,75984.60519,88862.86662,46410.33229,50230.3568,76380.55445,109715.274,58524.18572,61960.89953,110102.2428,65400.09813,47549.42721,116982.0927,223283.3582,48499.06919,301671.983,220793.4769,109067.1975,146506.4017,74755.75932,67821.70641,267477.8117,155890.2687,,57691.04327,61249.73062,186875.5259
7/31/00,111366.4611,110278.1777,180413.0399,153442.9226,164565.9239,99777.62727,55693.31505,147964.2113,162983.8522,140715.124,54881.14932,176459.603,97371.55556,142781.5129,96929.02114,64417.35819,127986.0909,62070.54611,98727.52652,101579.19,106878.5178,119901.0612,90270.88177,66961.85567,134502.2935,105793.7447,115742.935,48239.25596,139684.0642,118938.2959,115890.5604,91948.77061,91928.20089,139834.5362,85701.36702,207370.4574,61080.91402,473466.0706,96474.82908,67508.5168,73620.57139,119547.0536,109098.0645,60659.699,112501.9494,273358.5985,64602.34288,107314.5663,91926.74643,89934.69954,122940.0619,163192.9062,92455.50532,142651.2911,174082.1237,97039.87112,55050.36433,45551.78163,,60851.28357,149630.3967,195030.2987,60036.787,70753.90596,238197.7537,100557.817,113037.2931,97616.61393,86768.75396,96718.76954,114060.7367,50619.19707,41358.1011,74310.80293,91585.21124,65356.41895,89310.57372,94492.05321,57378.75971,55357.43756,52842.35039,76880.33406,71069.87861,140736.7684,,625562.6575,68591.14381,,99899.28667,73371.94627,187898.0059,66470.73398,135784.3874,115990.3267,335141.4906,143508.1621,67191.90221,345126.8571,253051.4062,304045.3547,551627.6696,41401.85576,46654.61494,157241.2102,75977.97854,89613.47715,45943.91553,50118.88039,77076.16797,110069.0752,57528.50872,61657.52367,110372.4853,65085.5107,47513.16729,116869.0119,223387.3884,48558.0117,302118.0409,222607.3634,108782.496,149883.9677,75998.83934,67775.81849,269017.3323,155740.6844,,57796.46467,61222.98507,184897.2561
8/31/00,111621.8366,110480.1263,180898.9111,153643.0525,165133.5384,100036.4342,55995.92698,147763.2809,163104.6176,140960.7784,55248.6303,176221.841,97607.76949,142546.4888,97248.15738,64645.09572,128111.9713,62351.18373,99004.73479,101926.994,107191.1296,119869.3756,90628.93651,67324.19492,134692.1557,106030.1041,115887.5296,48677.23337,139977.4922,120144.278,116561.4331,92171.12925,92419.2663,140056.1223,85810.82742,209002.4207,61488.17093,472386.2048,96733.36137,67740.57325,73824.11087,119436.3858,109429.9506,60984.64466,113061.692,278020.6035,64913.5064,107700.1212,92770.75172,90732.01173,123057.3525,163450.4792,92441.39766,146761.0526,174416.52,97251.27239,55064.01414,45916.48519,,61040.13526,149187.5442,194960.4093,60334.43038,70811.59275,238697.8945,100947.6537,113376.2857,97967.53347,87194.18968,97131.71598,114446.3416,51462.70639,41386.57374,74903.35689,91899.48674,65691.49033,89462.60738,94556.7881,57468.00903,55692.16554,51914.79469,76862.22561,71088.25931,140865.47,,623369.8528,68700.72422,,99950.09253,73773.53208,188341.3378,66678.11882,135896.113,116723.0444,334790.2586,143619.7109,67229.31492,345122.3129,251757.0892,303279.5769,553958.3756,41282.49217,46783.31401,158021.2231,75976.79678,90278.374,45229.67182,50257.04894,77588.98885,110423.4451,56854.22561,61504.24126,110977.6654,64871.84276,47589.00232,116861.2453,224024.6563,48675.84727,301231.204,223156.8177,108750.7729,152203.3949,77162.46863,68025.85817,269607.1711,155641.1009,,58008.41041,61561.47118,183600.4649
9/30/00,112008.4757,110869.0414,181665.9336,153860.2574,165753.4465,100374.5596,56243.0695,147797.4601,163331.9275,141236.292,55646.57638,175620.7199,97883.74687,142486.2172,97699.27451,64997.43874,128400.9436,62773.84472,99210.98632,102438.0022,107539.8162,120005.9804,91082.17095,67683.30462,134932.6019,106398.9989,116131.1302,49113.39092,140424.6536,120541.8258,116998.3017,92601.22337,92833.94192,140160.8291,85974.27666,211055.144,61832.16431,472487.6499,97142.3045,68257.80721,74088.62715,119347.8671,109937.3165,61222.77427,113683.8887,279365.2031,65252.65317,108217.7578,93105.89751,91184.60889,123333.051,163823.6214,92850.22026,149217.6283,175089.3595,97570.96032,55230.59081,46373.45013,,61549.36111,149772.6204,194780.6958,60651.54066,71031.5587,239116.051,101600.7857,113835.9335,98389.03427,87681.26833,97814.49648,115067.6488,51821.20375,41290.28646,75619.0203,92302.88954,66239.63011,89702.99768,94729.5648,57519.46794,56189.19044,51305.0763,76987.67352,71240.67096,141225.4646,,623031.6268,68868.48635,,99967.10504,74366.17293,188985.8844,66659.23524,136161.5704,116841.315,333474.1043,143965.9718,67858.43992,344588.6557,250619.0973,302779.7472,552961.3932,40779.01686,46782.1957,158873.8449,76362.54224,90723.20041,44465.94027,50613.6538,77424.24345,110921.4005,56444.28382,61655.8511,111834.941,64767.41103,47801.5812,116938.3868,224859.737,48741.2673,300522.2928,223640.4863,109189.3853,153313.7733,78657.08897,68318.72092,270316.5189,155559.7158,,58209.45884,62024.49567,185174.7173
